takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,DO_prob,PD_prob,ratio
FALSE,FALSE,non-alternating,68,68,Juan tweeted a woman the remark,Juan tweeted the remark to a woman,def,1,shortIndefinite,4180,91,-42.759020629921,-29.177671345198178,-13.581349284722819
FALSE,FALSE,non-alternating,68,68,Maria tweeted the man who was from work the news,Maria tweeted the news to the man who was from work,def,2,longDefinite,4181,42,-43.90246072314039,-32.13540061418462,-11.767060108955775
FALSE,FALSE,non-alternating,68,68,John tweeted a man wearing a hat the news,John tweeted the news to a man wearing a hat,def,2,longIndefinite,4182,92,-25.982560919474054,-17.516724303161027,-8.465836616313027
FALSE,FALSE,non-alternating,68,68,John tweeted her the news,John tweeted the news to her,def,2,pronoun,4183,43,-22.117505963877193,-12.903911787056131,-9.213594176821061
FALSE,FALSE,non-alternating,68,68,Bob tweeted the man the news,Bob tweeted the news to the man,def,2,shortDefinite,4184,94,-16.866690519596887,-18.576251272810623,1.7095607532137365
FALSE,FALSE,non-alternating,68,68,Mary tweeted a man the news,Mary tweeted the news to a man,def,2,shortIndefinite,4185,44,-31.378495889235637,-21.889560065465048,-9.48893582377059
FALSE,FALSE,non-alternating,68,68,Michael tweeted the man who was from work an article,Michael tweeted an article to the man who was from work,indef,3,longDefinite,4186,95,-41.408114527243015,-43.24156557615788,1.833451048914867
FALSE,FALSE,non-alternating,68,68,John tweeted a woman from work an article,John tweeted an article to a woman from work,indef,3,longIndefinite,4187,45,-39.16332379175583,-36.844993145736225,-2.3183306460196036
FALSE,FALSE,non-alternating,68,68,Alice tweeted him an article,Alice tweeted an article to him,indef,3,pronoun,4188,96,-21.301988885774335,-24.368699569437013,3.066710683662677
FALSE,FALSE,non-alternating,68,68,Alice tweeted the man an article,Alice tweeted an article to the man,indef,3,shortDefinite,4189,47,-25.732201850994898,-32.71385746346641,6.9816556124715135
FALSE,FALSE,non-alternating,68,68,Mary tweeted a man an article,Mary tweeted an article to a man,indef,3,shortIndefinite,4190,97,-34.98054229799163,-33.012587618868565,-1.9679546791230678
FALSE,FALSE,non-alternating,68,68,Mary tweeted the woman who was from work a name,Mary tweeted a name to the woman who was from work,indef,4,longDefinite,4191,48,-43.32375290706841,-42.19419756538991,-1.129555341678497
FALSE,FALSE,non-alternating,68,68,Bob tweeted a woman wearing a hat a name,Bob tweeted a name to a woman wearing a hat,indef,4,longIndefinite,4192,99,-30.944919422916428,-29.793975599568512,-1.150943823347916
FALSE,FALSE,non-alternating,68,68,Mary tweeted him a name,Mary tweeted a name to him,indef,4,pronoun,4193,49,-22.179987651914416,-24.71785525820451,2.5378676062900922
FALSE,FALSE,non-alternating,68,68,Juan tweeted the man a name,Juan tweeted a name to the man,indef,4,shortDefinite,4194,0,-22.52797600031772,-27.370440587787016,4.842464587469294
FALSE,FALSE,non-alternating,68,68,Alice tweeted a woman a name,Alice tweeted a name to a woman,indef,4,shortIndefinite,4195,50,-34.3293298202334,-34.31684301026689,-0.012486809966503642
FALSE,FALSE,non-alternating,68,68,John tweeted the woman who was wearing the hat something,John tweeted something to the woman who was wearing the hat,something,5,longDefinite,4196,1,-31.101134183409158,-17.619734294596128,-13.48139988881303
FALSE,FALSE,non-alternating,68,68,Linda tweeted a man who was wearing a hat something,Linda tweeted something to a man who was wearing a hat,something,5,longIndefinite,4197,52,-31.226611766192946,-17.219337890623137,-14.007273875569808
FALSE,FALSE,non-alternating,68,68,Juan tweeted her something,Juan tweeted something to her,something,5,pronoun,4198,2,-23.381447093503084,-16.563241623618524,-6.81820546988456
FALSE,FALSE,non-alternating,68,68,Bob tweeted the woman something,Bob tweeted something to the woman,something,5,shortDefinite,4199,53,-27.187262708321214,-17.00036220929178,-10.186900499029434
FALSE,FALSE,non-alternating,68,68,John tweeted a woman something,John tweeted something to a woman,something,5,shortIndefinite,4200,4,-33.012704529683106,-20.86242918507196,-12.150275344611146
FALSE,FALSE,non-alternating,69,69,Linda mumbled the man from work the directions,Linda mumbled the directions to the man from work,def,1,longDefinite,4201,54,-69.42066843714565,-39.95078463162645,-29.469883805519203
FALSE,FALSE,non-alternating,69,69,Alice mumbled a woman from work the directions,Alice mumbled the directions to a woman from work,def,1,longIndefinite,4202,5,-73.8790671080933,-41.34957145340741,-32.52949565468589
FALSE,FALSE,non-alternating,69,69,Alice mumbled him the directions,Alice mumbled the directions to him,def,1,pronoun,4203,55,-40.654306754353456,-29.057610631687567,-11.59669612266589
FALSE,FALSE,non-alternating,69,69,Linda mumbled the man the directions,Linda mumbled the directions to the man,def,1,shortDefinite,4204,6,-42.5074705418956,-33.85446585807949,-8.653004683816107
FALSE,FALSE,non-alternating,69,69,Alice mumbled a man the directions,Alice mumbled the directions to a man,def,1,shortIndefinite,4205,57,-53.41174266545568,-38.512524090649094,-14.899218574806582
FALSE,FALSE,non-alternating,69,69,Maria mumbled the woman who was from work the instructions,Maria mumbled the instructions to the woman who was from work,def,2,longDefinite,4206,7,-67.90012155292789,-44.06902816685033,-23.831093386077555
FALSE,FALSE,non-alternating,69,69,Michael mumbled a woman wearing a hat the instructions,Michael mumbled the instructions to a woman wearing a hat,def,2,longIndefinite,4207,58,-51.10392742784461,-29.663145031692693,-21.440782396151917
FALSE,FALSE,non-alternating,69,69,Bob mumbled her the instructions,Bob mumbled the instructions to her,def,2,pronoun,4208,8,-44.11893009149935,-25.55608510907041,-18.562844982428942
FALSE,FALSE,non-alternating,69,69,John mumbled the man the instructions,John mumbled the instructions to the man,def,2,shortDefinite,4209,59,-38.12882347108098,-23.494840477243997,-14.63398299383698
FALSE,FALSE,non-alternating,69,69,Linda mumbled a woman the instructions,Linda mumbled the instructions to a woman,def,2,shortIndefinite,4210,10,-61.59156848891871,-36.3011905196181,-25.290377969300607
FALSE,FALSE,non-alternating,69,69,Linda mumbled the man who was from work some news,Linda mumbled some news to the man who was from work,indef,3,longDefinite,4211,60,-61.4010259534698,-52.65677114343271,-8.744254810037091
FALSE,FALSE,non-alternating,69,69,Maria mumbled a man from work some news,Maria mumbled some news to a man from work,indef,3,longIndefinite,4212,11,-52.12795082584489,-43.21062519744737,-8.91732562839752
FALSE,FALSE,non-alternating,69,69,Linda mumbled him some news,Linda mumbled some news to him,indef,3,pronoun,4213,62,-44.91065337252803,-35.646816480439156,-9.263836892088875
FALSE,FALSE,non-alternating,69,69,Bob mumbled the woman some news,Bob mumbled some news to the woman,indef,3,shortDefinite,4214,12,-43.204186383867636,-36.63759508333169,-6.566591300535947
FALSE,FALSE,non-alternating,69,69,John mumbled a man some news,John mumbled some news to a man,indef,3,shortIndefinite,4215,63,-49.23639272921719,-40.91266517841723,-8.323727550799958
FALSE,FALSE,non-alternating,69,69,John mumbled the woman who was from work a name,John mumbled a name to the woman who was from work,indef,4,longDefinite,4216,13,-54.277721830876544,-47.58582060702611,-6.6919012238504365
FALSE,FALSE,non-alternating,69,69,Bob mumbled a man who was from work a name,Bob mumbled a name to a man who was from work,indef,4,longIndefinite,4217,64,-56.708511583157815,-47.97702432994265,-8.731487253215164
FALSE,FALSE,non-alternating,69,69,Maria mumbled him a name,Maria mumbled a name to him,indef,4,pronoun,4218,15,-32.46217077993788,-28.31042164680548,-4.151749133132398
FALSE,FALSE,non-alternating,69,69,Bob mumbled the woman a name,Bob mumbled a name to the woman,indef,4,shortDefinite,4219,65,-35.19483400054742,-31.860374343348667,-3.3344596571987495
FALSE,FALSE,non-alternating,69,69,Bob mumbled a woman a name,Bob mumbled a name to a woman,indef,4,shortIndefinite,4220,16,-48.70498098270036,-36.527973722084425,-12.177007260615937
FALSE,FALSE,non-alternating,69,69,Juan mumbled the man wearing the hat something,Juan mumbled something to the man wearing the hat,something,5,longDefinite,4221,67,-49.33120351098478,-26.00784596783342,-23.32335754315136
FALSE,FALSE,non-alternating,69,69,Michael mumbled a woman wearing a hat something,Michael mumbled something to a woman wearing a hat,something,5,longIndefinite,4222,17,-53.102374497044366,-20.22740604460705,-32.874968452437315
FALSE,FALSE,non-alternating,69,69,Juan mumbled her something,Juan mumbled something to her,something,5,pronoun,4223,68,-36.55517154617701,-19.14011689205654,-17.415054654120468
FALSE,FALSE,non-alternating,69,69,John mumbled the man something,John mumbled something to the man,something,5,shortDefinite,4224,18,-34.7481303345412,-14.851845886267256,-19.896284448273946
FALSE,FALSE,non-alternating,69,69,Maria mumbled a woman something,Maria mumbled something to a woman,something,5,shortIndefinite,4225,69,-43.866049681964796,-27.12087678781245,-16.745172894152347
FALSE,FALSE,non-alternating,70,70,Maria growled the woman who was wearing the hat the response,Maria growled the response to the woman who was wearing the hat,def,1,longDefinite,4226,20,-51.70878154493403,-41.98935321753379,-9.719428327400237
FALSE,FALSE,non-alternating,70,70,John growled a man who was from work the response,John growled the response to a man who was from work,def,1,longIndefinite,4227,70,-67.27151401690207,-56.40516749443486,-10.866346522467211
FALSE,FALSE,non-alternating,70,70,Alice growled him the response,Alice growled the response to him,def,1,pronoun,4228,21,-47.73871154291555,-37.83848335465882,-9.900228188256733
FALSE,FALSE,non-alternating,70,70,Alice growled the woman the response,Alice growled the response to the woman,def,1,shortDefinite,4229,71,-49.977925987914205,-42.56057987094391,-7.417346116970293
FALSE,FALSE,non-alternating,70,70,Juan growled a woman the response,Juan growled the response to a woman,def,1,shortIndefinite,4230,22,-53.55763263022527,-48.26455937279388,-5.293073257431388
FALSE,FALSE,non-alternating,70,70,Michael growled the woman wearing the hat the reply,Michael growled the reply to the woman wearing the hat,def,2,longDefinite,4231,73,-54.9063683465356,-40.56027196253126,-14.34609638400434
FALSE,FALSE,non-alternating,70,70,Bob growled a man from work the reply,Bob growled the reply to a man from work,def,2,longIndefinite,4232,23,-70.55507869250141,-48.834254632820375,-21.720824059681036
FALSE,FALSE,non-alternating,70,70,Michael growled her the reply,Michael growled the reply to her,def,2,pronoun,4233,74,-44.919513895583805,-34.33066978387069,-10.588844111713115
FALSE,FALSE,non-alternating,70,70,Alice growled the woman the reply,Alice growled the reply to the woman,def,2,shortDefinite,4234,25,-49.3318867017515,-36.763507128402125,-12.568379573349375
FALSE,FALSE,non-alternating,70,70,Alice growled a woman the reply,Alice growled the reply to a woman,def,2,shortIndefinite,4235,75,-54.17406686162576,-48.23975224501919,-5.934314616606571
FALSE,FALSE,non-alternating,70,70,Michael growled the man from work an order,Michael growled an order to the man from work,indef,3,longDefinite,4236,26,-48.115517693106085,-32.84906115330523,-15.266456539800856
FALSE,FALSE,non-alternating,70,70,Maria growled a woman who was wearing a hat an order,Maria growled an order to a woman who was wearing a hat,indef,3,longIndefinite,4237,76,-42.216663118684664,-29.327662509982474,-12.88900060870219
FALSE,FALSE,non-alternating,70,70,John growled her an order,John growled an order to her,indef,3,pronoun,4238,27,-36.38703926667222,-20.02115986199351,-16.365879404678708
FALSE,FALSE,non-alternating,70,70,Bob growled the woman an order,Bob growled an order to the woman,indef,3,shortDefinite,4239,78,-38.71199850185076,-26.429932714265306,-12.282065787585452
FALSE,FALSE,non-alternating,70,70,Linda growled a woman an order,Linda growled an order to a woman,indef,3,shortIndefinite,4240,28,-47.01359615602996,-33.354550820426084,-13.659045335603878
FALSE,FALSE,non-alternating,70,70,Maria growled the man wearing the hat a complaint,Maria growled a complaint to the man wearing the hat,indef,4,longDefinite,4241,79,-44.09185499310843,-38.703785223537125,-5.3880697695713025
FALSE,FALSE,non-alternating,70,70,Bob growled a man who was from work a complaint,Bob growled a complaint to a man who was from work,indef,4,longIndefinite,4242,30,-67.13506705488544,-47.355325863463804,-19.779741191421635
FALSE,FALSE,non-alternating,70,70,Alice growled him a complaint,Alice growled a complaint to him,indef,4,pronoun,4243,80,-36.69961286324542,-33.26163004070986,-3.4379828225355595
FALSE,FALSE,non-alternating,70,70,Linda growled the woman a complaint,Linda growled a complaint to the woman,indef,4,shortDefinite,4244,31,-42.92196042643627,-34.122637416701764,-8.799323009734508
FALSE,FALSE,non-alternating,70,70,Maria growled a man a complaint,Maria growled a complaint to a man,indef,4,shortIndefinite,4245,81,-46.819656529231,-40.17920960020274,-6.640446929028258
FALSE,FALSE,non-alternating,70,70,Juan growled the man from work something,Juan growled something to the man from work,something,5,longDefinite,4246,32,-58.3466525292024,-35.28386698605027,-23.06278554315213
FALSE,FALSE,non-alternating,70,70,Linda growled a woman who was wearing a hat something,Linda growled something to a woman who was wearing a hat,something,5,longIndefinite,4247,83,-51.809599112020805,-32.473615904920734,-19.33598320710007
FALSE,FALSE,non-alternating,70,70,Juan growled her something,Juan growled something to her,something,5,pronoun,4248,33,-42.251090441830456,-28.65076281374786,-13.600327628082596
FALSE,FALSE,non-alternating,70,70,Bob growled the woman something,Bob growled something to the woman,something,5,shortDefinite,4249,84,-40.383019087603316,-27.622332507220563,-12.760686580382753
FALSE,FALSE,non-alternating,70,70,Linda growled a woman something,Linda growled something to a woman,something,5,shortIndefinite,4250,35,-48.85357583872974,-37.553971837391146,-11.299604001338594
FALSE,TRUE,non-alternating,71,71,Alice furnished the team from work the supplies,Alice furnished the supplies to the team from work,def,1,longDefinite,4251,85,-69.73936946876347,-39.05444650584832,-30.684922962915152
